"","TCGA-ES-A2HS-01","TCGA-GJ-A3OU-01","TCGA-UB-A7MF-01","TCGA-DD-A4NO-01","TCGA-DD-AAD5-01","TCGA-2Y-A9H6-01","TCGA-CC-A9FS-01","TCGA-DD-A115-01","TCGA-DD-AADM-01","TCGA-BC-A3KG-01","TCGA-RC-A7S9-01","TCGA-DD-AADF-01","TCGA-EP-A3RK-01","TCGA-DD-AAEG-01","TCGA-CC-A8HS-01","TCGA-G3-AAUZ-01","TCGA-DD-AAW0-01","TCGA-5R-AA1C-01","TCGA-CC-A9FV-01","TCGA-DD-AAE1-01","TCGA-G3-A3CH-01","TCGA-CC-A1HT-01","TCGA-DD-AAE0-01","TCGA-CC-A7IJ-01","TCGA-DD-AADG-01","TCGA-DD-AADN-01","TCGA-G3-A3CI-01","TCGA-RC-A6M4-01","TCGA-WX-AA44-01","TCGA-G3-A3CK-01","TCGA-DD-AADL-01","TCGA-FV-A4ZQ-01","TCGA-DD-AACO-01","TCGA-DD-A4NE-01","TCGA-G3-A25U-01","TCGA-2Y-A9HB-01","TCGA-DD-AAVW-01","TCGA-DD-A4NV-01","TCGA-DD-A3A7-01","TCGA-CC-A5UE-01","TCGA-DD-AADO-01","TCGA-LG-A6GG-01","TCGA-EP-A12J-01","TCGA-BW-A5NQ-01","TCGA-BC-A3KF-01","TCGA-UB-A7MB-01","TCGA-DD-A4NJ-01","TCGA-DD-AADQ-01","TCGA-EP-A26S-01","TCGA-DD-AADR-01","TCGA-DD-A1EH-01","TCGA-DD-A1EE-01","TCGA-DD-AAE6-01","TCGA-WX-AA47-01","TCGA-DD-A3A3-01","TCGA-CC-5261-01","TCGA-DD-AAE9-01","TCGA-RG-A7D4-01","TCGA-ED-A8O5-01","TCGA-ED-A5KG-01","TCGA-MI-A75C-01","TCGA-DD-AAW1-01","TCGA-DD-A1EI-01","TCGA-DD-A1EJ-01","TCGA-DD-AAD0-01","TCGA-DD-AAEE-01","TCGA-DD-AAD8-01","TCGA-DD-A4NS-01","TCGA-DD-A39V-01","TCGA-G3-A25T-01","TCGA-CC-A8HT-01","TCGA-CC-A5UC-01","TCGA-2Y-A9GV-01","TCGA-BC-A10Z-01","TCGA-FV-A4ZP-01","TCGA-DD-AACK-01","TCGA-YA-A8S7-01","TCGA-CC-A7II-01","TCGA-DD-AACS-01","TCGA-DD-AADY-01","TCGA-G3-A5SM-01","TCGA-CC-A7IE-01","TCGA-DD-A4NP-01","TCGA-DD-AACH-01","TCGA-2Y-A9H8-01","TCGA-FV-A495-01","TCGA-RC-A7SH-01","TCGA-K7-A5RF-01","TCGA-3K-AAZ8-01","TCGA-DD-AAE3-01","TCGA-DD-AAVY-01","TCGA-DD-AADC-01","TCGA-BC-A217-01","TCGA-ZP-A9D2-01","TCGA-DD-AAEH-01","TCGA-DD-AACA-01","TCGA-DD-AADJ-01","TCGA-ED-A459-01","TCGA-DD-AAVV-01","TCGA-DD-AAVU-01","TCGA-G3-A3CH-11","TCGA-FV-A3R2-11","TCGA-DD-A3A2-11","TCGA-BC-A10T-11","TCGA-DD-A3A6-11","TCGA-FV-A2QR-11","TCGA-DD-A1EG-11","TCGA-DD-A39X-11","TCGA-DD-A119-11","TCGA-EP-A3RK-11","TCGA-DD-A11B-11","TCGA-BC-A10Y-11","TCGA-FV-A3I1-11","TCGA-DD-A11A-11","TCGA-DD-A116-11","TCGA-EP-A12J-11","TCGA-BD-A2L6-11","TCGA-DD-A114-11","TCGA-DD-A39Z-11","TCGA-BC-A10X-11","TCGA-DD-A11D-11","TCGA-DD-A118-11","TCGA-DD-A1EE-11","TCGA-DD-A1EB-11","TCGA-BC-A10W-11","TCGA-BC-A10R-11","TCGA-DD-A1EI-11","TCGA-DD-A113-11","TCGA-DD-A1EJ-11","TCGA-DD-A11C-11","TCGA-BC-A10Q-11","TCGA-DD-A39W-11","TCGA-BD-A3EP-11","TCGA-ES-A2HT-11","TCGA-BC-A216-11","TCGA-DD-A3A4-11","TCGA-DD-A3A5-11","TCGA-DD-A1EH-11","TCGA-DD-A1EC-11","TCGA-EP-A26S-11","TCGA-DD-A3A3-11","TCGA-BC-A10U-11","TCGA-BC-A110-11","TCGA-DD-A39V-11","TCGA-DD-A3A8-11","TCGA-DD-A1EL-11","TCGA-DD-A3A1-11","TCGA-FV-A23B-11","TCGA-BC-A10Z-11","TCGA-FV-A3I0-11"
"CYP2C8",15.0322,12.2193,11.8873,10.6598,11.1836,13.8814,14.2961,12.1163,11.0885,2.704,13.7065,12.9914,9.2304,12.6588,9.5841,14.4242,12.8617,11.3043,2.2887,5.3493,14.6094,5.582,8.3083,3.1802,14.3571,4.3965,13.9912,15.0602,12.2819,11.6869,12.6836,10.7786,13.6561,12.6806,14.4334,14.0796,13.8903,12.4523,5.9496,10.0207,8.8549,12.9578,12.8485,5.9969,13.545,12.4118,10.8854,10.6013,13.1749,6.4447,9.5656,10.451,12.8753,5.3184,8.2163,12.5144,13.7924,5.6128,8.964,3.5963,11.137,14.9182,13.5609,9.6627,12.9222,11.0771,13.2242,12.7799,5.2377,9.4646,10.1389,10.3379,13.8029,14.8192,8.9752,12.1111,9.4113,2.7944,13.4185,14.4461,13.803,5.6102,14.0056,11.7361,12.9062,12.338,9.9394,15.74,12.5958,12.1067,11.431,11.2628,11.9669,9.5379,15.2989,9.7728,11.2908,11.8857,12.1405,6.6308,16.1916,15.2853,16.3545,16.2258,16.0577,14.0074,15.7013,15.4295,15.123,15.7211,15.2145,15.4187,16.0508,14.7972,16.0781,15.7094,15.0298,16.0688,15.8064,15.9836,16.284,15.402,15.8537,15.0691,15.6567,16.5083,15.859,16.6565,15.1627,15.8788,15.9983,15.6343,15.608,16.2147,15.2307,14.0708,15.2373,15.8555,14.8707,15.8153,15.7917,15.4038,15.1942,14.4032,15.4188,15.506,15.0025,15.4836,14.5088,15.7383
"AFP",8.4692,7.4103,14.4619,6.345,6.8146,7.9257,6.9614,7.5748,8.631,8.6599,10.3415,6.9897,7.4345,6.1807,13.5604,8.4195,3.2516,7.6449,0,15.1458,5.3774,7.5,13.5169,7.5676,6.6445,19.991,5.2634,8.7485,7.9048,6.6737,3.8141,11.5692,9.3269,7.3642,4.2791,6.9953,12.048,5.7721,9.0224,7.3563,17.7863,4.521,6.0862,14.8083,10.3501,7.5602,7.0259,6.0412,4.931,7.9703,10.9891,5.9564,4.0412,6.0982,5.776,13.658,7.5008,14.5932,12.6893,14.7002,6.2015,6.3774,11.8578,12.0935,6.7321,8.6477,6.3096,5.4881,9.5412,4.0159,11.7878,19.2989,3.1067,4.9432,17.3778,6.1612,7.3522,13.6914,8.2523,0,4.4399,17.7455,7.2486,7.8919,16.0197,13.789,11.636,5.7101,3.9688,5.4135,5.2762,4.5911,8.6274,7.2412,7.4594,6.4896,13.1791,4.7042,6.7349,7.9156,5.8514,5.6554,8.4045,4.8719,6.1785,6.9515,7.5709,6.0527,5.6128,6.251,6.9094,7.6931,8.2113,4.0615,7.3789,7.1045,6.6701,8.2018,7.2286,7.0464,7.6253,7.7947,6.4491,5.1156,7.0953,6.5666,7.2714,7.2202,7.1333,6.4244,6.9198,5.9897,6.4949,6.723,7.1139,4.2324,7.3478,7.4258,6.5885,6.2522,6.3004,6.6929,4.0857,4.108,5.478,7.6967,7.8218,5.8542,5.8131,4.9416
"ZIC2",7.9327,6.7547,8.7688,1.4981,7.9397,8.0833,1.5567,6.5824,7.3243,8.9867,3.323,9.0101,5.6595,7.5373,9.3955,8.0996,3.8146,1.7235,0.7205,8.814,2.264,3.2744,9.306,5.4241,6.9441,8.814,0,2.6867,7.2105,5.2942,8.0757,8.0049,7.2052,8.0668,5.029,8.0065,2.7292,5.1812,8.9514,7.6209,5.1833,7.8144,3.5581,6.247,8.7807,5.8492,7.0777,7.7995,3.7367,7.4575,8.5055,7.0988,9.4688,3.1714,3.2386,9.6343,2.4676,4.2249,9.5014,6.1102,9.0299,3.2316,6.7045,8.7083,7.0811,7.1265,8.5127,7.0793,2.2532,7.1269,8.9149,2.5966,0,8.0069,7.9571,8.8261,6.7378,8.8431,2.025,8.3369,6.1888,9.4877,0,9.085,8.7288,7.2571,4.4616,4.8375,7.3961,8.6771,0,7.9668,7.6562,8.6248,0,7.9051,8.2597,3.9301,5.7751,6.9818,0,2.3361,0.847,0,0,0,2.2465,0.8015,0,0,1.8675,1.3366,0,0,0.8568,0,0.7157,1.1657,0,0,0,1.1257,2.1704,0,2.4048,1.2505,0,1.6054,1.09,0,0,0.8029,0,1.7796,4.7651,0.6719,0.9907,0,0,0.8155,0,1.7822,0.8805,1.5996,0,1.4165,1.162,1.1966,0.8043,0.9267
"MUC6",0.8951,6.3411,0.9606,0.6855,2.8305,3.4057,4.8168,2.2982,0.8233,2.0538,12.0492,2.6116,0.6503,2.2025,6.0961,2.7051,5.8817,0,5.1427,2.7697,2.264,6.26,5.3685,1.3857,1.1475,1.3466,3.3397,3.195,6.8485,1.2132,2.2428,1.627,2.9151,2.6384,1.9551,1.4809,2.8747,6.5663,3.1044,1.0457,1.4682,1.0882,1.434,1.553,2.298,0,1.3712,0.8486,2.0295,1.4356,6.0366,1.577,1.5138,4.7717,1.6368,5.1954,1.0927,2.2288,1.8886,9.0716,5.5377,1.1368,8.3376,0,2.4994,2.0794,0,9.9635,0.9574,3.6176,4.4451,6.4259,2.1323,0.8974,3.5704,0.3372,3.263,4.8343,0,1.9149,5.6034,4.1495,1.0428,7.5569,4.5755,10.478,3.002,9.6665,1.4283,1.7003,1.0146,4.6866,2.9052,4.0884,0,1.2059,0,2.7436,4.5346,1.6838,7.7812,5.4027,7.6772,7.905,9.8154,9.8086,7.6403,5.2813,8.8727,7.2519,10.1072,6.6571,8.4705,8.0187,10.2206,9.5809,8.4315,10.0048,8.3328,9.5178,9.7801,7.3482,9.5333,8.3797,9.7825,8.4424,8.3572,9.8963,9.2868,7.183,8.5317,7.4532,4.441,9.2909,8.4739,9.617,6.5207,10.4752,9.5184,7.65,5.3561,9.7586,5.9827,9.5036,8.0647,10.7973,10.9267,10.0004,7.8082,9.6195
"LOC100131726",6.3845,5.4975,0.9606,8.829,5.6411,1.3084,8.1224,6.2224,9.2625,0.4792,8.4923,5.1325,3.9824,11.7585,0,12.3555,5.2238,5.0037,0,0,8.5628,0.3461,1.2019,0,4.5157,0,9.4548,0,3.3771,6.9651,4.7865,0,9.2942,5.4962,9.9666,11.0717,2.8747,1.5525,2.0899,1.0457,0,2.3049,1.094,0,3.6728,5.507,8.8835,12.6629,0,10.6602,0.4895,0.482,0,9.0425,5.3605,0.7531,7.7182,0.797,0,0,3.0811,4.1033,1.7824,0.4062,0,3.4875,0.9587,2.6235,4.0884,1.4513,3.1613,0.8808,6.4892,3.2671,3.9547,0.3372,3.539,0,6.5045,0.9438,9.7178,0,7.7669,6.3409,1.2288,1.3645,0.7114,4.7983,1.0892,2.4593,0,0.868,4.6705,1.4954,8.4718,1.6681,1.0562,9.9497,8.4024,3.5016,4.9191,8.4713,6.9542,5.3024,7.0334,3.2064,8.6468,5.8814,8.3982,6.166,7.4581,6.199,7.2295,8.0187,6.8701,2.9484,7.4303,6.8504,7.5288,5.8251,4.7651,7.6062,9.0105,4.6303,8.5496,7.1252,3.2687,8.1546,5.9265,5.917,7.4691,5.7711,3.4476,6.124,10.6958,1.1286,7.4893,5.529,6.8573,7.0328,7.5957,8.6594,8.113,10.5345,5.5777,5.9974,11.1292,2.8992,5.6724,7.0502
"TGM3",5.8081,8.4943,9.9369,9.2292,10.1658,7.4951,2.2879,2.0478,10.5601,6.648,8.2434,12.4722,10.5948,9.6873,2.862,7.7007,6.9775,12.0284,0,4.5428,6.0915,6.5995,8.64,1.9346,8.0215,6.6626,1.902,5.6423,9.6827,10.7824,4.2976,1.627,8.8341,2.4972,1.1049,8.0752,9.6588,5.9742,11.6718,6.3463,7.392,10.0706,4.9834,7.9292,4.3638,0.9533,9.5734,6.4639,2.547,11.402,5.5688,11.373,5.2754,9.6758,6.2053,5.2484,9.979,7.9588,2.4126,2.7109,11.4337,9.281,6.4397,4.5904,2.167,10.7786,8.2475,4.9989,10.7955,1.2023,11.1845,4.9676,4.936,7.1058,9.4771,8.1486,3.8737,0.6226,2.025,1.9149,11.7183,4.544,3.7784,11.157,4.1535,10.0648,5.6461,4.2776,5.3183,7.0992,9.8947,6.5708,9.6155,7.4326,10.3463,7.1643,8.4274,9.5167,9.7502,11.1822,1.8717,2.0839,1.3771,2.4659,2.7472,2.5363,3.6131,2.4483,2.7624,1.063,0,2.0183,2.2338,1.2066,6.256,4.5482,1.1919,4.4684,3.0255,1.7971,2.3484,2.7887,3.9075,4.6683,3.7035,1.2505,2.3181,4.1163,0.6455,1.4318,2.7877,1.9922,1.8886,3.2505,2.5052,3.123,1.5726,1.4707,0,3.7989,2.3802,3.0563,1.4234,1.0109,2.6584,3.5327,3.2725,4.6382,2.6378,4.1057
"TAT",13.5698,9.1278,11.7474,14.7583,5.4186,15.1052,14.5784,15.7589,13.7843,8.7953,13.8032,15.6322,10.5352,13.6747,4.0138,15.2648,14.9929,12.5688,1.8443,9.5183,15.2689,4.0639,6.524,3.4165,15.0098,11.0768,15.269,12.3212,10.1412,15.1967,14.3328,3.9164,10.8866,13.6877,15.4473,16.8015,12.4352,14.8132,9.0581,9.5318,5.8684,15.3429,14.0719,11.174,14.4049,15.0936,14.4806,11.7827,15.0511,15.1766,9.4353,13.0381,10.423,14.3535,8.8582,8.5007,8.1218,6.2521,8.4828,6.901,11.9722,15.396,11.3596,11.1004,10.2986,13.8997,15.4988,12.6361,9.0352,8.382,7.9855,11.9026,13.8122,15.5699,5.99,13.1594,10.2553,3.6864,14.1216,15.4114,13.6571,7.1673,13.0497,10.9519,7.6086,14.3339,8.5804,15.0745,15.6626,15.8226,15.3401,8.4546,15.133,10.6143,13.7042,12.6573,12.1274,12.702,7.9403,13.3544,15.8202,15.8115,16.0508,13.9031,14.1929,14.9136,14.7669,15.3184,16.2214,14.873,15.2797,15.6645,14.9965,14.707,15.8343,15.2333,15.723,15.8454,14.756,15.8011,15.4067,15.9973,15.8946,15.7153,15.4736,15.7468,15.616,14.6235,14.9086,15.0357,16.5357,15.1652,14.3948,14.3984,16.9383,14.9948,15.6543,15.3412,14.371,15.763,16.1198,16.3419,16.4659,14.9309,15.9229,15.5401,14.2096,14.4241,13.9383,16.8104
"DKK1",0,5.3588,1.9404,0.6855,4.1128,3.1892,3.8017,0.8349,4.164,11.4111,10.216,0.8891,5.6916,5.9599,10.6602,2.4857,2.1406,4.7184,3.0223,5.5418,0.7083,6.4554,6.1542,2.0792,9.3031,3.561,7.0386,2.0919,5.7395,2.0274,2.3784,13.8279,1.207,1.7324,0.6558,1.7606,5.0909,1.2928,1.0606,6.1762,1.868,0,0.6483,14.2319,3.1433,0.554,0.8427,6.2067,0.9113,1.4356,6.7931,0,7.6584,10.7866,4.321,8.4897,11.55,10.0658,10.8698,10.814,0,0.6776,10.0173,11.0802,0.6616,9.7585,3.8289,4.0433,8.5684,8.5094,5.4116,10.7678,4.936,2.1541,4.1879,0,1.5962,9.2587,0,5.4728,2.7428,10.3602,7.9938,1.6796,1.8826,3.0155,5.5707,2.4851,1.0892,3.7413,6.1371,10.2227,1.9985,1.0647,1.3857,3.9425,8.8448,1.7132,7.9599,0.7971,1.4714,2.3361,2.3201,2.9611,0,6.4039,3.8185,0,0.869,2.4215,0,1.7173,0.9455,0,1.7795,3.6086,3.8567,5.1625,2.0219,1.7971,4.3677,0,1.1158,1.8642,3.7035,1.6176,1.2196,0,2.4633,0,1.5697,1.9922,5.3764,6.0464,2.2454,2.5225,0,1.4707,2.3519,0,3.6515,4.1097,1.4234,2.0164,1.0445,1.9193,0,2.0807,2.4535,2.4606
"FAM3B",1.4434,7.5813,0.9606,0.6855,9.6887,5.4041,8.7311,2.8619,0,8.5213,10.823,0.8891,9.9973,6.9301,6.4379,1.506,8.8933,2.4866,5.5739,7.1262,1.1812,10.298,11.7058,2.2107,8.514,4.7674,1.902,10.7821,1.3589,9.8802,1.5193,9.5793,6.2149,1.112,0,2.1962,11.5522,4.5969,0,0.6156,11.7797,0.6444,10.8164,11.882,2.4086,0.9533,0,4.0886,11.0236,8.1015,9.2553,8.93,8.6789,7.1235,10.7209,10.3898,10.8443,10.6889,10.3873,9.223,10.1541,10.1149,4.9008,8.0731,9.0637,10.4063,0,8.7603,5.6157,2.0128,9.2406,8.8573,0,6.9685,0,11.3578,3.9226,5.1947,0,1.9149,6.7289,10.5999,8.4613,9.1063,7.9556,10.3375,10.0008,8.5972,0,0,7.4212,9.789,10.5564,7.5853,0.8532,11.8004,7.9107,1.0972,3.9805,2.229,6.4131,6.5316,5.5887,5.1726,5.8965,4.9939,5.8839,3.918,5.1583,5.8216,6.0129,4.5311,4.8469,3.5191,7.7705,8.4711,6.0831,7.4467,4.4201,6.4636,5.982,3.6804,6.8059,5.0596,5.9541,4.6516,6.4271,5.0741,4.209,2.9618,5.8844,4.8354,4.1793,9.0222,4.0792,4.2324,3.5679,5.6356,5.0807,3.1041,4.3167,6.6929,1.8168,5.4476,5.4075,6.2183,6.0027,6.5549,6.6259,5.4377
"MT1E",9.2399,9.832,6.7473,8.9687,7.589,6.2537,7.5649,11.1227,7.8568,5.1081,7.8176,5.3288,7.2579,7.3361,6.9457,12.9505,8.5829,5.1036,8.0757,10.8689,10.8299,9.4131,9.309,10.155,4.2189,12.1071,12.6874,12.1427,8.7838,9.0916,10.4063,11.7076,11.5546,6.6731,13.6526,6.8234,7.2709,11.7081,6.7025,10.6047,5.5795,6.8909,9.384,12.9871,10.0562,6.8128,7.152,13.1368,9.8607,12.9239,4.1011,7.8548,8.5396,11.6531,10.5598,6.5787,7.0974,6.714,4.4647,5.7536,4.3216,11.2827,10.8252,4.8237,6.2924,12.0703,6.775,11.2962,7.9363,11.911,7.1641,10.7837,12.5116,10.4431,8.4847,12.4492,11.6304,13.3143,4.0973,3.8002,10.6951,7.6636,10.9191,9.2817,6.0334,11.7217,6.6223,13.3832,5.6124,15.2929,6.1371,12.6832,8.7794,9.8549,7.5615,9.9163,7.7391,9.2794,11.277,4.8956,14.613,14.8407,13.3897,14.3836,15.741,13.7985,15.6998,15.6285,14.4583,14.0457,13.8309,13.0146,12.5508,15.0273,14.2899,12.0286,13.7982,13.0089,14.5889,14.4802,13.7367,14.9184,14.273,13.1551,15.5251,15.0747,13.6125,15.0037,13.7315,12.7639,15.3052,13.6582,14.4506,11.7462,15.2727,13.8272,15.238,14.4354,13.7265,13.5136,15.2944,15.0789,15.9974,14.9059,13.559,13.3692,15.9248,12.6031,14.1487,15.0959
"SLC10A1",13.8541,10.3656,7.7148,12.2562,4.5493,12.6469,13.869,12.348,11.9993,8.1472,8.9728,12.7803,10.3405,10.6647,6.7212,12.75,13.9671,12.5702,1.1987,7.8869,13.4285,1.535,6.7147,1.3857,13.1644,3.561,11.4733,12.5228,9.2353,10.4005,12.2877,4.0129,12.7375,12.1435,13.5523,11.9191,11.98,12.9125,6.5604,11.1323,3.642,13.5514,10.4347,7.2282,11.3871,12.3319,12.0363,12.149,12.021,13.5264,8.2072,8.8578,9.865,4.4326,4.5973,8.5674,11.2785,6.0095,6.0176,3.0108,9.7972,12.4228,9.7274,2.7068,11.4047,12.0037,12.4241,11.4839,10.5709,7.7983,9.4044,9.1285,13.1405,12.0992,3.3314,9.6615,7.775,0,11.2385,13.1099,12.0987,3.2886,10.3463,4.4059,9.3293,11.6524,10.5267,13.6059,10.9238,15.2724,13.4431,6.9725,12.6525,7.6805,13.9233,8.9473,11.0498,9.8561,6.5914,13.2107,13.7457,13.3917,13.9747,13.5496,14.0794,12.9829,14.037,13.2315,13.0978,14.0005,13.4248,13.3929,13.9004,11.3429,13.9574,13.8216,12.753,12.8829,13.6047,13.9307,13.915,13.533,13.223,13.3364,13.5515,13.7702,13.3254,13.8487,13.1544,13.469,13.7854,14.1385,13.4923,13.1977,13.7193,12.259,13.6214,14.0375,13.2654,14.0599,13.449,13.2592,13.3263,12.5793,13.672,12.2968,12.2166,13.1643,12.9987,13.7118
"DPT",6.9234,7.2946,4.7303,6.5178,0.594,7.9214,2.9016,8.688,7.3033,0,4.8984,2.7999,4.0335,7.1236,2.6381,7.412,9.4227,1.1051,10.526,2.5484,8.5507,5.3136,5.7974,10.6728,4.171,1.3466,7.9715,0,8.0482,2.1751,2.6166,0.6062,7.4623,3.7841,3.3515,4.2413,9.3158,8.1086,6.2871,0.6156,3.162,0.6444,1.434,4.9075,1.5651,3.1633,5.2885,0.8486,6.2029,1.8309,7.5858,0,0,4.5071,0,6.6592,3.1586,1.9818,3.6266,6.2883,1.6018,0.6776,9.3958,0.4062,0.6616,3.9559,3.8289,11.579,4.9606,5.4572,2.0201,6.5987,1.4287,0.5174,3.7753,0.3372,8.7966,7.7282,3.5539,7.1054,8.6608,4.8535,3.8331,3.9376,1.8826,11.8665,5.5114,10.9931,6.5636,4.1597,0,4.2594,7.9109,8.9874,5.5032,4.022,0,3.4925,8.411,0.7971,9.352,8.9131,9.3486,8.4948,9.1392,10.8788,10.1061,7.2948,8.1647,8.9655,10.5032,9.8741,8.7472,8.7723,10.003,10.1757,11.0427,9.7115,8.3374,8.599,9.4257,6.8537,8.5032,8.8093,8.4433,8.0163,9.9881,9.1391,8.7364,7.9691,7.9772,8.0476,7.763,9.5898,8.3006,8.7115,7.3302,9.329,8.3383,10.1966,10.0738,9.9628,8.4444,9.7867,9.0932,9.7504,10.148,11.1159,7.6185,7.3422
"FGF19",0,0,4.678,0,6.5344,3.4057,0.72,8.0419,5.3026,0.8383,6.5466,0.8891,3.9295,3.2853,0,0,7.6553,0,0,0,2.0598,0.3461,6.6225,2.0792,0.6849,9.8754,0,0.6265,5.9366,0,8.6183,3.4491,3.8162,7.3844,1.447,7.4492,8.2396,9.7641,2.6846,7.2083,0,11.1229,0,0,0,0.9533,0,4.9739,0.5265,0,6.0277,0,11.2805,1.1004,7.9471,0.7531,0,0,2.7962,2.7109,2.5233,0,3.8901,0,0,0,17.2401,10.3321,0.9574,2.16,1.7845,10.3574,6.0659,7.0692,4.6712,0,1.0085,0,1.3419,12.3438,1.3521,7.9368,0,3.1231,4.3564,0,4.6565,9.1087,7.6193,1.0874,7.7568,6.1013,1.806,1.2961,4.1647,0,1.0562,2.7436,4.9654,0.7971,3.0165,7.4321,0.847,0,1.2801,5.9391,5.4921,1.691,0.869,6.0757,6.0709,2.0183,3.0717,4.8961,0,5.9418,2.2791,6.819,0,2.8456,2.9161,1.1257,0,0,5.1789,1.2505,4.6392,9.0446,4.5591,2.1361,4.5017,0.8029,5.5529,9.6258,0,0,1.5726,0.9151,2.7543,0,2.6456,7.4446,1.4234,1.5996,1.0445,3.7271,1.162,3.1296,5.714,0.9267
"GNG4",0,3.3181,4.2461,8.4816,0,5.8905,9.6791,0.8349,2.277,0.8383,8.0673,4.9053,4.5716,7.2941,9.9787,2.4857,1.4355,1.7235,0,4.5428,4.3681,8.7713,4.358,5.8644,0,6.9595,1.902,0,3.4818,2.0274,6.1591,5.8689,1.207,2.7671,0,1.4809,9.5205,0.5688,2.0899,8.0526,6.0525,0,0,5.0193,3.2659,4.04,0,6.0759,5.6405,0.8895,1.1454,0,11.2958,10.5897,11.5976,7.0208,1.0927,7.8103,8.3998,5.455,1.6018,10.3074,2.2203,6.2442,8.3778,6.3797,1.5297,8.9303,10.8347,4.3277,11.1906,10.6359,0,7.3039,2.2099,1.3673,3.4748,9.471,2.8359,4.1396,2.8502,11.864,10.8541,2.3334,8.1524,4.575,3.3108,1.7222,6.419,0,7.1684,9.045,5.6563,0.7889,1.3857,1.4554,4.2743,10.7566,7.3661,9.2723,0.9157,1.3895,3.0336,0,3.0255,3.7383,1.5224,0.8015,4.062,0,2.6549,0.8179,0.9455,0.726,2.0855,0,1.1919,2.0386,3.1959,0,2.3484,1.7502,1.1158,0.7314,3.1263,0,0,1.6054,2.1329,0,1.5697,1.6932,2.4606,4.3117,7.2707,0.6719,0,0,4.9717,0,0,2.0884,2.38,0,1.0445,3.136,3.9865,0,0.8043,1.8886
"PRSS3",8.6561,6.1992,9.3135,8.1796,1.0135,1.6847,10.9435,9.6318,9.1082,3.1506,1.1382,1.435,2.143,9.912,9.9553,9.7334,1.0952,1.1051,0,8.7634,6.8227,6.9583,8.8209,3.361,0,0,5.5429,0.6265,0.8339,1.4636,9.0038,8.1177,11.1798,9.5732,8.9639,8.8215,8.1351,2.5443,2.0899,0.6156,8.3095,0.6444,0,1.553,11.1728,9.0651,0,9.0807,0.5265,9.0299,9.1225,3.0252,12.0163,6.6517,8.9224,6.5787,1.0927,7.767,0.6234,6.6121,1.2369,0.6776,2.341,5.6186,0,0,9.3962,6.8467,0.9574,4.0913,9.8002,5.5885,3.3655,9.0126,14.3971,8.8403,2.9215,12.5147,5.3811,8.8543,6.9743,1.3757,5.1693,10.3496,2.1241,5.982,0.7114,7.8984,0,1.0874,0,0,7.7088,1.0647,0.8532,0.5217,10.4809,7.9884,9.3492,6.6521,6.0954,5.7669,5.8507,6.1294,4.8147,6.4945,8.2046,5.8446,7.3115,6.565,7.8212,5.0789,5.351,5.4433,6.9946,6.6044,6.4333,4.658,7.6215,5.7441,7.8871,5.965,8.2335,3.3565,6.7601,5.682,6.5852,7.973,5.0269,5.5497,5.3352,6.5557,5.4074,9.1893,8.074,5.1215,5.6822,4.9595,7.7223,6.9465,6.5636,6.55,4.7587,7.3967,7.702,6.3521,9.2169,5.0852,5.5854,5.525
"PCK1",15.1695,11.4126,13.9057,15.9,6.9094,14.0209,13.7644,14.6947,14.264,9.7879,15.7143,16.1175,12.1048,16.2098,8.2704,16.1062,12.048,12.4948,3.0223,5.5716,16.1381,2.1778,8.372,1.5927,13.5397,9.5645,14.7868,13.8347,10.8087,15.2706,10.9438,7.7766,13.9923,13.4373,14.6514,14.1232,13.3038,15.2742,12.409,11.7785,10.544,15.5364,14.1934,9.7664,12.4554,14.1479,13.1832,11.2535,10.9821,14.8461,5.753,14.0368,11.5606,16.7011,13.3368,11.7058,13.0947,12.2852,10.4024,7.2411,12.1214,13.439,12.5991,12.2663,9.2364,13.5803,15.2935,15.3252,11.4629,10.6121,9.3953,12.1306,14.1895,14.6037,9.2009,12.8992,10.3223,1.3891,15.5392,14.9081,14.4366,13.1628,15.769,9.5624,13.0388,13.7439,5.1721,16.6749,14.2244,13.4489,14.286,10.0913,15.6654,7.0082,15.4978,14.6819,13.9548,15.9634,14.1766,13.3362,17.272,15.1189,17.8154,14.4336,16.8801,15.7506,16.3639,15.88,16.1537,16.489,16.6873,15.7621,17.0035,15.4758,16.2813,16.3137,15.8986,16.4008,16.613,17.0604,17.0376,15.6611,16.9271,15.9858,16.9667,16.7291,16.9428,16.8676,16.2386,16.3081,16.7833,16.9938,15.798,14.4638,17.6885,14.3861,17.0408,16.5874,16.2883,16.2023,15.0621,16.6712,16.4536,17.2446,16.1943,16.044,16.2653,15.5999,15.8585,16.8297
